index,Unnamed: 0,ARTIST,TITLE,METADATA_URL,IMAGE_LINK,IMAGE_NAME,DESCRIPTION,TIMEFRAME,TECHNIQUE,sebastian_present,catherine_present,baptist_present,jerome_present,francis_present,magdalene_present,mark_present,lucy_present,evangelist_present
106,3891.0,"PIOLA, Domenico",Magdalene in the Desert,https://www.wga.hu/html/p/piola/domenico/2magdale.html,https://www.wga.hu/detail/p/piola/domenico/2magdale.jpg,web_gallery_ppioladomenico2magdale.jpg,"Born in a well-known family of artists, Domenico Piola became one of the most famous Genoese painters of the second half of the 17th century, a time in which the splendour of the city contributed to the development of an important school of painting. Piola began to learn the trade with his brother Pellegro at the early age of seven, and around the year 1650 reached artistic maturity in a style characterised by compositions filled with theatrical effects and marked diagonal lines, influenced by the painting of Giulio Cesare Procaccini. Piola's abundant production, most of which is kept in Genoa, includes easel paintings, prints and drawings, together with decorative ensembles of fresco painting in palaces, some of which (such as those in his house and workshop, Casa Piola) were destroyed in the bombing of the city by the fleet of Louis XIV, king of France, in 1684.",1651-1700,"Oil on canvas, 300 x 198 cm",False,False,False,False,False,True,False,False,False
25,,Rosenwald Collection,Mark,https://www.nga.gov/collection/art-object-page.4416.html,"https://media.nga.gov/iiif/ca76584f-9bd3-48fd-9f8e-fafacd3eff57/full/!588,600/0/default.jpg",nga_ca76584f-9bd3-48fd-9f8e-fafacd3eff57.jpg,,1500.0,engraving,False,False,False,False,False,False,True,False,False
149,5786.0,Antoine Masson,Saint Jerome,https://www.artic.edu/artworks/36/saint-jerome,"https://www.artic.edu/iiif/2/58bb7f8f-fb90-96f8-c638-6ed226d8ec14/full/600,/0/default.jpg",chicago_art_gallery_58bb7f8f-fb90-96f8-c638-6ed226d8ec14.jpg,Robert-Dumesnil 7 ,Made 1693,Engraving on ivory laid paper,False,False,False,True,False,False,False,False,False
20,733.0,"CAMBIASO, Luca",Virgin and Child with St Mary Magdalene,https://www.wga.hu/html/c/cambiaso/virgin.html,https://www.wga.hu/detail/c/cambiaso/virgin.jpg,web_gallery_ccambiasovirgin.jpg,,1551-1600,Oil on canvas,False,False,False,False,False,True,False,False,False
98,1715.0,"GHIRLANDAIO, Domenico",Birth of St John the Baptist (detail),https://www.wga.hu/html/g/ghirland/domenico/6tornab/62tornab/3birth3.html,https://www.wga.hu/detail/g/ghirland/domenico/6tornab/62tornab/3birth3.jpg,web_gallery_gghirlanddomenico6tornab62tornab3birth3.jpg,"The last figure on the right, obviously a maid carrying gifts, is quite agitated, which contrasts with the play of folds and veils in the composed procession of the others. Hers is almost a dance step, and one might well ask why. It could be a deliberate reference to Ghirlandaio's immediate predecessor Filippo Lippi or even some more lively Botticellian inspiration, though it does seem rather forced and somewhat disharmonious in the midst of such calm.",1451-1500,Fresco,False,False,True,False,False,False,False,False,False
32,333.0,Master of the Orcagnesque Misericordia,The Vision of Saint Catherine of Alexandria Object Page,https://www.metmuseum.org/art/collection/search/459002?what=Tempera&amp;showOnly=openAccess&amp;ft=saints&amp;offset=200&amp;rpp=40&amp;pos=233,https://images.metmuseum.org/CRDImages/rl/original/DT3043.jpg,met_gallery_DT3043.jpg,,,"Tempera on wood, gold ground",False,True,False,False,False,False,False,False,False
34,567.0,"BOTTICELLI, Sandro",St Sebastian,https://www.wga.hu/html/b/botticel/21/3sebasti.html,https://www.wga.hu/detail/b/botticel/21/3sebasti.jpg,web_gallery_bbotticel213sebasti.jpg,"Botticelli's St Sebastian was put up with great ceremony in 1474 on one of the pillars in Florence's Santa Maria Maggiore church on 20th January, the feast day of the saint. The picture's location explains its unusually long format. It had been common custom since mediaeval times to affix paintings to the pillars of church interiors. In the course of time, however, these pictures were removed from their original locations, so that the interior view of churches as they appear today, with their unadorned pillars, in fact presents an inaccurate picture.",1451-1500,"Tempera on panel, 195 x 75 cm",True,False,False,False,False,False,False,False,False
30,3995.0,"PROVOST, Jan",The Martyrdom of St Catherine,https://www.wga.hu/html/p/provost/martyrdo.html,https://www.wga.hu/detail/p/provost/martyrdo.jpg,web_gallery_pprovostmartyrdo.jpg,"Jan Provost's Martyrdom of Saint Catherine - the pendant of St Catherine Disputing with the Emperor and the Fifty Philosophers in the Museum Boijmans Van Beuningen in Rotterdam - is a colourful mixture of tradition and innovation. Provost was a painter, cartographer and architect, who met Albrecht Dürer in Antwerp in 1520.",1501-1550,"Oil on panel, 94 x 68 cm",False,True,False,False,False,False,False,False,False
133,1228.0,"CRIVELLI, Carlo",Crucifix with the Virgin and St John the Evangelist,https://www.wga.hu/html/c/crivelli/carlo/m_tcruc.html,https://www.wga.hu/detail/c/crivelli/carlo/m_tcruc.jpg,web_gallery_ccrivellicarlom_tcruc.jpg,"This panel was part of a now dismembered polyptych in the Cathedral of Camerino. Another panel of the polyptych, the Madonna della Candeletta is also in the Brera.",1451-1500,"Oil on panel, 218 x 75 cm",False,False,False,False,False,False,False,False,True
23,5137.0,"VERONESE, Paolo",Mystic Marriage of St Catherine,https://www.wga.hu/html/v/veronese/01_1540s/3mystic.html,https://www.wga.hu/detail/v/veronese/01_1540s/3mystic.jpg,web_gallery_vveronese01_1540s3mystic.jpg,"This picture shows the Holy Family with St Catherine of Alexandria and St Anne. According to a 9th-century legend, St Catherine was a princess converted to Christianity by a hermit. The child Jesus appeared to her later in a dream and handed her a ring as a sign of her engagement. Under the worried gaze of Joseph, the saint - dressed as an elegant Venetian woman  turns lovingly towards the child sitting in his mother's lap, who reacts with excited pleasure.",1551-1600,"Oil on canvas, 58 x 91 cm",False,True,False,False,False,False,False,False,False
22,4565.0,"SOLARIO, Andrea",Salome with the Head of St John the Baptist,https://www.wga.hu/html/s/solari/andrea/salome.html,https://www.wga.hu/detail/s/solari/andrea/salome.jpg,web_gallery_ssolariandreasalome.jpg,"The biblical source for the painting is Matthew 14:6-11 or Mark 6:21-8, where the daughter of Herodias danced for her stepfather, Herod, on his birthday. As a reward he promised her anything she wanted and, prompted by her mother, she chose the head of Saint John the Baptist, which she then carried to Herodias on a silver charger. The daughter subsequently became known in literature as Salome, and the theme was memorably treated in the nineteenth century by Richard Strauss and Oscar Wilde amongst others.",1501-1550,"Oil on wood, 59 x 58 cm",False,False,True,False,False,False,False,False,False
46,249.0,"AYALA, Josefa de",The Penitent Magdalene Comforted by Angels,https://www.wga.hu/html/a/ayala/magdalen.html,https://www.wga.hu/detail/a/ayala/magdalen.jpg,web_gallery_aayalamagdalen.jpg,"In this painting the artist beautifully expresses her piety and the deep sense of mysticism that pervades much of her oeuvre. The influence of Francisco de Zurbarán can be seen in the painting, which is signed and dated lower left.",1651-1700,"Oil on copper, 34 x 42 cm",False,False,False,False,False,True,False,False,False
143,771.0,CARAVAGGIO,St Catherine of Alexandria,https://www.wga.hu/html/c/caravagg/02/15cather.html,https://www.wga.hu/detail/c/caravagg/02/15cather.jpg,web_gallery_ccaravagg0215cather.jpg,"The painting formerly belonged to Cardinal Del Monte, one of the artist's patrons.",1551-1600,"Oil on canvas, 173 x 133 cm",False,True,False,False,False,False,False,False,False
10,3203.0,MASTER of the Legend of Saint Lucy,Legend of St Lucy (detail),https://www.wga.hu/html/m/master/legend3/0tlucy.html,https://www.wga.hu/detail/m/master/legend3/0tlucy.jpg,web_gallery_mmasterlegend30tlucy.jpg,,1451-1500,Oil on wood,False,False,False,False,False,False,False,True,False
64,1036.0,CIMABUE,"Madonna Enthroned with the Child, St Francis and Four Angels",https://www.wga.hu/html/c/cimabue/madonna/madonn_1.html,https://www.wga.hu/detail/c/cimabue/madonna/madonn_1.jpg,web_gallery_ccimabuemadonnamadonn_1.jpg,"The fresco is located on the east wall in the north arm of western transept of the Lower Church. It is one of the most problematic works of Cimabue concerning its datation and its condition after the 19th century repaintings. Considering its datation, it is generally accepted from stylistic reasons that it is later than Cimabue's frescoes in the Upper Church or the Madonna in the Musée du Louvre.",1251-1300,"Fresco, 320 x 340 cm",False,False,False,False,True,False,False,False,False
67,2473.0,"JANSSENS, Abraham",St Jerome,https://www.wga.hu/html/j/janssens/abraham1/jerome.html,https://www.wga.hu/detail/j/janssens/abraham1/jerome.jpg,web_gallery_jjanssensabraham1jerome.jpg,"Janssens travelled to Italy, where he was recorded in Rome in 1598 and 1601. He was strongly influenced throughout the rest of his career by what he saw there; he certainly fell under the spell of Caravaggio. The present highly Caravaggesque painting, for example, with its dramatic diagonal lighting, strong chiaroscuro and almost totally dark background, is particularly close to Caravaggio's St John the Baptist, which dates from circa 1604.",1601-1650,"Oil on canvas, 190 x 149 cm",False,False,False,True,False,False,False,False,False
135,3983.0,"PROCACCINI, Giulio Cesare",Holy Family with John the Baptist and an Angel,https://www.wga.hu/html/p/procacci/giulio/holyfami.html,https://www.wga.hu/detail/p/procacci/giulio/holyfami.jpg,web_gallery_pprocaccigiulioholyfami.jpg,,1601-1650,"Oil on canvas, 157 x 108 cm",False,False,True,False,False,False,False,False,False
9,4467.0,"SIGNORELLI, Luca",Martyrdom of St Catherine of Alexandria,https://www.wga.hu/html/s/signorel/various/2catheri.html,https://www.wga.hu/detail/s/signorel/various/2catheri.jpg,web_gallery_ssignorelvarious2catheri.jpg,"Three episodes from the legend of St Catherine of Alexandria appear side by side in Signorelli's painting. On the left, a pagan emperor sits enthroned alongside his wisest philosophers, whom Catherine would skillfully convert to her Christian beliefs. On the right, angels destroy a wheel devised by the enraged emperor to torture Catherine, and in the centre, she has been beheaded.",1451-1500,"Oil, tempera, and gold on panel, 30 x 92 cm",False,True,False,False,False,False,False,False,False
113,474.0,BICCI DI LORENZO,Madonna and Child with Sts Anthony the Hermit and Catherine of Alexandria,https://www.wga.hu/html/b/bicci/lorenzo/madsainx.html,https://www.wga.hu/detail/b/bicci/lorenzo/madsainx.jpg,web_gallery_bbiccilorenzomadsainx.jpg,This painting probably belonged to a triptych as the central panel.,1401-1450,"Tempera on wood, 40 x 19 cm",False,True,False,False,False,False,False,False,False
39,5324.0,"ZAGANELLI, Francesco di Bosio","The Christ Child between Sts Catherine, Francis and Elizabeth of Hungary",https://www.wga.hu/html/z/zaganell/francesc/christ_c.html,https://www.wga.hu/detail/z/zaganell/francesc/christ_c.jpg,web_gallery_zzaganellfrancescchrist_c.jpg,,1451-1500,"Oil on panel, 44 x 53 cm",False,False,False,False,True,False,False,False,False
75,3978.0,"PREVITALI, Andrea",Mystic Marriage of St Catherine,https://www.wga.hu/html/p/prevital/mystic_m.html,https://www.wga.hu/detail/p/prevital/mystic_m.jpg,web_gallery_pprevitalmystic_m.jpg,"This is another version of the dated painting by Previtali in the National Gallery, London. The figure of St John the Baptist is derived from a picture by Giovanni Bellini.",1501-1550,"Panel, 70 x 85 cm",False,True,False,False,False,False,False,False,False
47,4800.0,TIZIANO Vecellio,Madonna and Child with St Catherine and a Rabbit,https://www.wga.hu/html/t/tiziano/03_1530s/2rabbit.html,https://www.wga.hu/detail/t/tiziano/03_1530s/2rabbit.jpg,web_gallery_ttiziano03_1530s2rabbit.jpg,"In 1529  Federico Gonzaga, Duke of Mantua ordered three more works from Titian. The only one to survive is probably identifiable with the Madonna and Child with St Catherine and a Shepherd, known as the Madonna of the Rabbit. With a look of winning encouragement the Virgin restrains the rabbit, a symbol of fecundity, so that the child can clamber down and play with it. The richly dressed St Catherine, proffering her charge like a lady-in- waiting, introduces a courtly aspect, and in fact the Giorgionesque shepherd in the background may be a portrait of Federico himself: Since x-rays show that the Madonna's head was originally turned in his direction. In the foreground, the delicate wild flowers recall the locus amoenus or ""idyllic setting"" of classical poetry, and in the park-like landscape we see the Arcadia of the Concert Champêtre refracted through the smiling fertility of the Ferrara Bacchanals. Nowhere else does Titian so successfully integrate the traditions of the Sacra Conversazione and the Pastoral.",1501-1550,"Oil on canvas, 74 x 84 cm",False,True,False,False,False,False,False,False,False
25,87.0,Master of the Riccardiana Lactantius,"Manuscript Leaf with Saint John the Evangelist and Saint John the Baptist in an Initial M, from an Antiphonary Object Page",https://www.metmuseum.org/art/collection/search/469056?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=360&amp;rpp=40&amp;pos=366,https://images.metmuseum.org/CRDImages/md/original/DP158504.jpg,met_gallery_DP158504.jpg,,,"Tempera, ink, and gold on parchment",False,False,True,False,False,False,False,False,True
67,2788.0,LORENZO VENEZIANO,Madonna of Humility with Sts Mark and John the Baptist,https://www.wga.hu/html/l/lorenzo/venezian/humili.html,https://www.wga.hu/detail/l/lorenzo/venezian/humili.jpg,web_gallery_llorenzovenezianhumili.jpg,"The iconography combines the Virgin of Humility with the Woman of the Apocalypse (Revelation 12:1), who is described as ""clothed with the sun, and the moon under her feet and upon her head a crown of twelve stars"". This combination was most common in north Italian painting, including Venice. It is noteworthy that the overwhelming majority of Sienese versions show the Child on the right, generally suckling the Virgin's left breast, while north Italian painters show the Child on the left.",1351-1400,"Egg tempera on wood, 31 x 58 cm",False,False,True,False,False,False,True,False,False
41,,Rosenwald Collection,Saint John the Evangelist,https://www.nga.gov/collection/art-object-page.8714.html,"https://media.nga.gov/iiif/fc91012c-0efc-43f8-a6a6-14be83647c77/full/!588,600/0/default.jpg",nga_fc91012c-0efc-43f8-a6a6-14be83647c77.jpg,,1460.0,hand-colored engraving,False,False,False,False,False,False,False,False,True
34,5478.0,Bernardino Lanino,Flagellation of Saint Catherine,https://www.artic.edu/artworks/129763/flagellation-of-saint-catherine,"https://www.artic.edu/iiif/2/28d87939-a0a8-7a16-7bf3-2395e9362a67/full/600,/0/default.jpg",chicago_art_gallery_28d87939-a0a8-7a16-7bf3-2395e9362a67.jpg,"Vittorio Amadeo I di Savoia (1587-1637), Turin; by descent to the Dukes of Savoy/Sabauda collection, Turin.  Cavaliere Antonio Abrate [not in Lugt], Turin; sold, 1928 [Grassi 1941, p. 205].  Durand Matthiesen Galleries, Geneva; Matthiesen Galleries, London, c. 1951 [McCullagh and Giles 1997].  Sold, Christie’s, London, July 7, 1992, lot 122 (ill.).  Sold by Aldega/Gordon, New York, to the Art Institute, 1993.", 1550–1555,"Brush and brown ink and brown wash, with black ink, heightened with white gouache and white oil paint, with black chalk, on lunette-shaped blue laid paper, squared in red chalk, laid down on cream laid paper",False,True,False,False,False,False,False,False,False
